record_date,power_consumption,dow,doy,day,month,year,season,1_m_mean,2_m_mean,1_m_std,2_m_std
2015-11-26,4160858.0,3,330,26,11,2015,4,3604101.19355,3830421.35,353342.150681,262122.563259
2015-11-27,4169118.0,4,331,27,11,2015,4,3604101.19355,3830421.35,353342.150681,262122.563259
2015-11-28,3927863.0,5,332,28,11,2015,4,3604101.19355,3830421.35,353342.150681,262122.563259
2015-11-29,3566745.0,6,333,29,11,2015,4,3604101.19355,3830421.35,353342.150681,262122.563259
2015-11-30,3782338.0,0,334,30,11,2015,4,3604101.19355,3830421.35,353342.150681,262122.563259
2015-12-01,3876643.0,1,335,1,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-02,3998786.0,2,336,2,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-03,4030378.0,3,337,3,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-04,3872078.0,4,338,4,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-05,3701451.0,5,339,5,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-06,3723541.0,6,340,6,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-07,3983834.0,0,341,7,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-08,4140712.0,1,342,8,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-09,4068916.0,2,343,9,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-10,4232933.0,3,344,10,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-11,4208018.0,4,345,11,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-12,4001223.0,5,346,12,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-13,3856921.0,6,347,13,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-14,4117837.0,0,348,14,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-15,3315516.0,1,349,15,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-16,4269798.0,2,350,16,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-17,4317145.0,3,351,17,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-18,4348796.0,4,352,18,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-19,4117298.0,5,353,19,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-20,3969676.0,6,354,20,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-21,4170567.0,0,355,21,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-22,3869879.0,1,356,22,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-23,4167805.0,2,357,23,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-24,4320650.0,3,358,24,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-25,4294518.0,4,359,25,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-26,3874950.0,5,360,26,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-27,3905750.0,6,361,27,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-28,4105261.0,0,362,28,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-29,4255276.0,1,363,29,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-30,4170536.0,2,364,30,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2015-12-31,4020591.0,3,365,31,12,2015,1,3706684.38333,3604101.19355,260364.05716,353342.150681
2016-01-01,3232705.0,4,1,1,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-02,3400311.0,5,2,2,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-03,3641332.0,6,3,3,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-04,4010378.0,0,4,4,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-05,4114238.0,1,5,5,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-06,4228910.0,2,6,6,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-07,4271151.0,3,7,7,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-08,4064567.0,4,8,8,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-09,4063805.0,5,9,9,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-10,3631998.0,6,10,10,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-11,4219307.0,0,11,11,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-12,4335493.0,1,12,12,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-13,3567044.0,2,13,13,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-14,4188494.0,3,14,14,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-15,3459120.0,4,15,15,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-16,3825385.0,5,16,16,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-17,3356428.0,6,17,17,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-18,3964754.0,0,18,18,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-19,3967388.0,1,19,19,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-20,4014577.0,2,20,20,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-21,4179388.0,3,21,21,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-22,3869181.0,4,22,22,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-23,3857605.0,5,23,23,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-24,3418767.0,6,24,24,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-25,3577731.0,0,25,25,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-26,3529623.5,1,26,26,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-27,3796580.0,2,27,27,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-28,3828398.0,3,28,28,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-29,3817281.0,4,29,29,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-30,3585530.0,5,30,30,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-01-31,3474602.0,6,31,31,1,2016,1,4042170.41935,3706684.38333,221500.690835,260364.05716
2016-02-01,3577546.0,0,32,1,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-02,3400726.0,1,33,2,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-03,3164092.0,2,34,3,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-04,2985701.0,3,35,4,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-05,2769694.0,4,36,5,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-06,2651179.0,5,37,6,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-07,2400941.0,6,38,7,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-08,2328935.0,0,39,8,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-09,2367668.0,1,40,9,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-10,2360456.0,2,41,10,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-11,2390654.0,3,42,11,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-12,2456605.0,4,43,12,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-13,2519542.0,5,44,13,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-14,2629206.0,6,45,14,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-15,2932628.0,0,46,15,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-16,3138577.0,1,47,16,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-17,3211835.0,2,48,17,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-18,3327845.0,3,49,18,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-19,3534671.0,4,50,19,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-20,3457037.0,5,51,20,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-21,3353382.0,6,52,21,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-22,3740474.0,0,53,22,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-23,3752948.0,1,54,23,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-24,3817079.0,2,55,24,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-25,3821269.0,3,56,25,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-26,3778753.0,4,57,26,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-27,3621678.0,5,58,27,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-28,3427752.0,6,59,28,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-02-29,3830666.0,0,60,29,2,2016,1,3822324.8871,4042170.41935,308950.963406,221500.690835
2016-03-01,3990461.0,1,61,1,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-02,4052463.0,2,62,2,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-03,4077052.0,3,63,3,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-04,4047478.0,4,64,4,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-05,3862328.0,5,65,5,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-06,3680144.0,6,66,6,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-07,4082510.0,0,67,7,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-08,4128456.0,1,68,8,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-09,4266444.0,2,69,9,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-10,4034056.0,3,70,10,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-11,4187860.0,4,71,11,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-12,3971600.0,5,72,12,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-13,3671423.0,6,73,13,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-14,4040799.0,0,74,14,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-15,4126436.0,1,75,15,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-16,3999919.0,2,76,16,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-17,3960902.0,3,77,17,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-18,4028738.0,4,78,18,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-19,3890087.0,5,79,19,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-20,3590345.0,6,80,20,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-21,3903985.0,0,81,21,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-22,4615207.0,1,82,22,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-23,4049102.0,2,83,23,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-24,4080274.0,3,84,24,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-25,4024048.0,4,85,25,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-26,3911950.0,5,86,26,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-27,3684076.0,6,87,27,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-28,3969515.0,0,88,28,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-29,4026603.0,1,89,29,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-30,4007978.0,2,90,30,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-03-31,4019892.0,3,91,31,3,2016,2,3129294.44828,3822324.8871,533959.17601,308950.963406
2016-04-01,4003527.0,4,92,1,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-02,4017529.0,5,93,2,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-03,3732506.0,6,94,3,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-04,3216632.0,0,95,4,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-05,3710743.0,1,96,5,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-06,4068945.0,2,97,6,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-07,3995555.0,3,98,7,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-08,4036804.0,4,99,8,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-09,3995427.0,5,100,9,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-10,3713744.0,6,101,10,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-11,3902557.0,0,102,11,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-12,3994915.0,1,103,12,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-13,4030816.0,2,104,13,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-14,4053163.0,3,105,14,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-15,4044319.0,4,106,15,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-16,3962151.0,5,107,16,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-17,3720344.0,6,108,17,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-18,3830146.0,0,109,18,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-19,3853482.0,1,110,19,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-20,3601084.0,2,111,20,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-21,3938636.0,3,112,21,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-22,3975591.0,4,113,22,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-23,4130359.0,5,114,23,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-24,3779401.0,6,115,24,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-25,3992619.0,0,116,25,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-26,4096040.0,1,117,26,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-27,3938562.0,2,118,27,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-28,3950044.0,3,119,28,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-29,3956025.0,4,120,29,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-04-30,3675404.0,5,121,30,4,2016,2,3999423.58065,3129294.44828,189604.824764,533959.17601
2016-05-01,3127033.0,6,122,1,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-02,3471769.0,0,123,2,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-03,3686262.0,1,124,3,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-04,3904758.0,2,125,4,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-05,4076967.0,3,126,5,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-06,4110685.0,4,127,6,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-07,4001702.0,5,128,7,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-08,3626796.0,6,129,8,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-09,4004587.0,0,130,9,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-10,3977966.0,1,131,10,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-11,4015503.0,2,132,11,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-12,4132899.0,3,133,12,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-13,4108075.0,4,134,13,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-14,3989503.0,5,135,14,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-15,3756678.0,6,136,15,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-16,3952351.0,0,137,16,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-17,3949708.0,1,138,17,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-18,3901864.0,2,139,18,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-19,3913280.0,3,140,19,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-20,3963967.0,4,141,20,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-21,3890195.0,5,142,21,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-22,3640372.0,6,143,22,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-23,3969389.0,0,144,23,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-24,4043578.0,1,145,24,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-25,4096819.0,2,146,25,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-26,4219737.0,3,147,26,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-27,4113139.0,4,148,27,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-28,4009038.0,5,149,28,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-29,3789849.0,6,150,29,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-30,3872713.0,0,151,30,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-05-31,4014739.0,1,152,31,5,2016,3,3897235.66667,3999423.58065,189163.324577,189604.824764
2016-06-01,3988022.0,2,153,1,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-02,3968795.0,3,154,2,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-03,4041719.0,4,155,3,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-04,3874204.0,5,156,4,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-05,3692647.0,6,157,5,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-06,4008633.0,0,158,6,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-07,4162818.0,1,159,7,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-08,4055291.0,2,160,8,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-09,3548896.0,3,161,9,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-10,3762722.0,4,162,10,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-11,3902134.0,5,163,11,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-12,3974914.0,6,164,12,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-13,4169418.0,0,165,13,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-14,4264932.0,1,166,14,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-15,4334099.0,2,167,15,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-16,4163197.0,3,168,16,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-17,4301308.0,4,169,17,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-18,4234259.0,5,170,18,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-19,4047065.0,6,171,19,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-20,4155898.0,0,172,20,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-21,4371422.0,1,173,21,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-22,4418030.0,2,174,22,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-23,4536418.0,3,175,23,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-24,4447924.0,4,176,24,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-25,4087964.0,5,177,25,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-26,3885732.0,6,178,26,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-27,4128141.0,0,179,27,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-28,4207413.0,1,180,28,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-29,4747110.0,2,181,29,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-06-30,4905574.0,3,182,30,6,2016,3,3913932.93548,3897235.66667,220939.669176,189163.324577
2016-07-01,4335777.0,4,183,1,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-02,4079363.0,5,184,2,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-03,3840101.0,6,185,3,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-04,4071327.0,0,186,4,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-05,4161432.0,1,187,5,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-06,4104851.0,2,188,6,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-07,4498741.0,3,189,7,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-08,4554365.0,4,190,8,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-09,4333160.0,5,191,9,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-10,4074906.0,6,192,10,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-11,4441372.0,0,193,11,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-12,4525375.0,1,194,12,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-13,4481143.0,2,195,13,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-14,4538956.0,3,196,14,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-15,4634383.0,4,197,15,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-16,4220289.0,5,198,16,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-17,4107215.0,6,199,17,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-18,4550893.0,0,200,18,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-19,4677268.0,1,201,19,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-20,4772549.0,2,202,20,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-21,4750962.0,3,203,21,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-22,4754751.0,4,204,22,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-23,4637393.0,5,205,23,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-24,4311960.0,6,206,24,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-25,4809396.0,0,207,25,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-26,4852473.0,1,208,26,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-27,4737322.0,2,209,27,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-28,4790575.0,3,210,28,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-29,4788141.0,4,211,29,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-30,4514944.0,5,212,30,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-07-31,4259280.0,6,213,31,7,2016,3,4146223.3,3913932.93548,290079.707293,220939.669176
2016-08-01,4570506.0,0,214,1,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-02,4608467.0,1,215,2,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-03,4578734.0,2,216,3,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-04,4665000.0,3,217,4,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-05,4704315.0,4,218,5,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-06,4555056.0,5,219,6,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-07,4335441.0,6,220,7,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-08,4681026.0,0,221,8,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-09,4678439.0,1,222,9,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-10,4752180.0,2,223,10,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-11,4744698.0,3,224,11,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-12,4779274.0,4,225,12,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-13,4700973.0,5,226,13,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-14,4396232.0,6,227,14,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-15,4728094.0,0,228,15,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-16,4856600.0,1,229,16,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-17,4368467.0,2,230,17,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-18,4787144.0,3,231,18,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-19,5053724.0,4,232,19,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-20,4688296.0,5,233,20,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
